dataset,dim,query_id,ranking_est,bound_est,correction,confidence,adaptive_depth,adaptive_factor,stopped_by_bound,hit_max_fallback,false_safe,pool_has_true_topk,recall_at_k,pool_recall_at_k,oracle_depth,boundary_margin,rel_margin,difficulty
sift_real,128,0,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,234,1071,0.004867,medium
sift_real,128,1,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,970,111.0,0.004809,hard
sift_real,128,2,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,219,152.0,0.02987,hard
sift_real,128,3,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,411,237.0,0.003342,hard
sift_real,128,4,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,307,327.0,8.604e-05,medium
sift_real,128,5,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,917,212.0,0.007974,hard
sift_real,128,6,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,827,405.0,0.03419,medium
sift_real,128,7,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,115,2434,0.005890,easy
sift_real,128,8,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,741,591.0,0.004364,medium
sift_real,128,9,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,948,986.0,0.002844,medium
sift_real,128,10,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,672,150.0,0.009807,hard
sift_real,128,11,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,534,1060,0.01385,medium
sift_real,128,12,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,379,1170,0.0002927,easy
sift_real,128,13,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,317,290.0,0.002565,medium
sift_real,128,14,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,129,490.0,0.02819,medium
sift_real,128,15,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,802,71.00,0.01462,hard
sift_real,128,16,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,false,0.900,1.000,612,197.0,0.001353,hard
sift_real,128,17,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,189,38.00,0.003033,hard
sift_real,128,18,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,522,1096,0.001630,medium
sift_real,128,19,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,181,429.0,0.0007144,medium
sift_real,128,20,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,65,2068,0.003523,easy
sift_real,128,21,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,664,790.0,0.03081,medium
sift_real,128,22,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,47,246.0,0.006198,hard
sift_real,128,23,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,244,104.0,0.0008301,hard
sift_real,128,24,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,626,1903,9.517e-05,easy
sift_real,128,25,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,586,274.0,0.009645,hard
sift_real,128,26,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,259,2802,0.01138,easy
sift_real,128,27,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,371,2090,0.002113,easy
sift_real,128,28,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,565,98.00,0.01294,hard
sift_real,128,29,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,32,1851,0.005966,easy
sift_real,128,30,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,923,26.00,0.005250,hard
sift_real,128,31,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,false,0.900,1.000,228,58.00,0.0003780,hard
sift_real,128,32,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,514,244.0,0.02224,hard
sift_real,128,33,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,274,1524,0.01830,easy
sift_real,128,34,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,821,314.0,0.002833,medium
sift_real,128,35,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,391,408.0,0.003131,medium
sift_real,128,36,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,false,0.900,1.000,683,1401,0.0002533,easy
sift_real,128,37,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,520,423.0,0.001959,medium
sift_real,128,38,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,44,171.0,0.001576,hard
sift_real,128,39,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,206,1240,0.005338,easy
sift_real,128,40,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,12,3166,0.01468,easy
sift_real,128,41,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,201,161.0,0.0009595,hard
sift_real,128,42,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,614,1760,0.004336,easy
sift_real,128,43,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,false,0.900,1.000,814,971.0,0.002098,medium
sift_real,128,44,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,168,2277,0.02121,easy
sift_real,128,45,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,320,307.0,0.002944,medium
sift_real,128,46,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,470,1232,0.01488,easy
sift_real,128,47,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,446,2130,0.003773,easy
sift_real,128,48,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,140,1.126e+04,0.01673,easy
sift_real,128,49,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,156,459.0,0.002390,medium
sift_real,128,50,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,72,27.00,0.01401,hard
sift_real,128,51,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,152,29.00,0.01989,hard
sift_real,128,52,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,false,0.900,1.000,204,251.0,0.007963,hard
sift_real,128,53,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,419,1043,0.005183,medium
sift_real,128,54,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,92,25.00,0.01500,hard
sift_real,128,55,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,149,2725,0.03013,easy
sift_real,128,56,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,false,0.900,1.000,432,1171,0.001169,easy
sift_real,128,57,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,131,738.0,0.01976,medium
sift_real,128,58,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,false,0.800,1.000,681,2877,0.01678,easy
sift_real,128,59,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,62,280.0,0.05972,hard
sift_real,128,60,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,978,558.0,0.009853,medium
sift_real,128,61,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,367,2863,0.005127,easy
sift_real,128,62,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,45,4677,0.001993,easy
sift_real,128,63,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,507,82.00,0.004872,hard
sift_real,128,64,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,253,665.0,0.003820,medium
sift_real,128,65,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,286,1455,0.02968,easy
sift_real,128,66,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,51,283.0,0.05033,hard
sift_real,128,67,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,256,4169,0.006612,easy
sift_real,128,68,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,129,206.0,0.004031,hard
sift_real,128,69,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,549,645.0,0.02174,medium
sift_real,128,70,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,85,375.0,0.003545,medium
sift_real,128,71,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,163,802.0,0.002852,medium
sift_real,128,72,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,false,0.900,1.000,528,2688,0.01354,easy
sift_real,128,73,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,130,51.00,0.01509,hard
sift_real,128,74,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,216,151.0,0.002367,hard
sift_real,128,75,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,211,1517,0.01014,easy
sift_real,128,76,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,156,282.0,0.02092,hard
sift_real,128,77,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,450,683.0,0.001541,medium
sift_real,128,78,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,114,796.0,0.001374,medium
sift_real,128,79,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,35,944.0,0.005717,medium
sift_real,128,80,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,368,967.0,0.001041,medium
sift_real,128,81,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,247,272.0,0.009820,hard
sift_real,128,82,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,204,1482,0.001013,easy
sift_real,128,83,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,168,5554,0.03823,easy
sift_real,128,84,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,721,1377,0.01581,easy
sift_real,128,85,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,70,1.575e+04,0.002374,easy
sift_real,128,86,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,137,458.0,0.002796,medium
sift_real,128,87,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,171,2505,0.02389,easy
sift_real,128,88,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,22,40.00,0.3626,hard
sift_real,128,89,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,102,1312,0.03010,easy
sift_real,128,90,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,123,6.000,0.01536,hard
sift_real,128,91,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,491,51.00,0.001735,hard
sift_real,128,92,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,501,6810,0.08554,easy
sift_real,128,93,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,90,498.0,0.006601,medium
sift_real,128,94,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,23,2829,0.004427,easy
sift_real,128,95,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,226,24.00,0.02097,hard
sift_real,128,96,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,false,0.900,1.000,935,152.0,0.002127,hard
sift_real,128,97,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,82,913.0,0.006167,medium
sift_real,128,98,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,62,614.0,0.01701,medium
sift_real,128,99,HAMMING,HAMMING,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,84,629.0,0.007432,medium
sift_real,128,0,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,234,1071,0.004867,medium
sift_real,128,1,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,970,111.0,0.004809,hard
sift_real,128,2,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,219,152.0,0.02987,hard
sift_real,128,3,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,411,237.0,0.003342,hard
sift_real,128,4,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,307,327.0,8.604e-05,medium
sift_real,128,5,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,917,212.0,0.007974,hard
sift_real,128,6,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,827,405.0,0.03419,medium
sift_real,128,7,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,115,2434,0.005890,easy
sift_real,128,8,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,741,591.0,0.004364,medium
sift_real,128,9,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,948,986.0,0.002844,medium
sift_real,128,10,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,672,150.0,0.009807,hard
sift_real,128,11,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,534,1060,0.01385,medium
sift_real,128,12,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,379,1170,0.0002927,easy
sift_real,128,13,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,317,290.0,0.002565,medium
sift_real,128,14,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,129,490.0,0.02819,medium
sift_real,128,15,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,802,71.00,0.01462,hard
sift_real,128,16,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,false,0.900,1.000,612,197.0,0.001353,hard
sift_real,128,17,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,189,38.00,0.003033,hard
sift_real,128,18,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,522,1096,0.001630,medium
sift_real,128,19,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,181,429.0,0.0007144,medium
sift_real,128,20,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,65,2068,0.003523,easy
sift_real,128,21,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,664,790.0,0.03081,medium
sift_real,128,22,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,47,246.0,0.006198,hard
sift_real,128,23,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,244,104.0,0.0008301,hard
sift_real,128,24,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,626,1903,9.517e-05,easy
sift_real,128,25,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,586,274.0,0.009645,hard
sift_real,128,26,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,259,2802,0.01138,easy
sift_real,128,27,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,371,2090,0.002113,easy
sift_real,128,28,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,565,98.00,0.01294,hard
sift_real,128,29,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,32,1851,0.005966,easy
sift_real,128,30,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,923,26.00,0.005250,hard
sift_real,128,31,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,false,0.900,1.000,228,58.00,0.0003780,hard
sift_real,128,32,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,514,244.0,0.02224,hard
sift_real,128,33,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,274,1524,0.01830,easy
sift_real,128,34,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,821,314.0,0.002833,medium
sift_real,128,35,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,391,408.0,0.003131,medium
sift_real,128,36,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,false,0.900,1.000,683,1401,0.0002533,easy
sift_real,128,37,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,520,423.0,0.001959,medium
sift_real,128,38,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,44,171.0,0.001576,hard
sift_real,128,39,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,206,1240,0.005338,easy
sift_real,128,40,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,12,3166,0.01468,easy
sift_real,128,41,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,201,161.0,0.0009595,hard
sift_real,128,42,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,614,1760,0.004336,easy
sift_real,128,43,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,false,0.900,1.000,814,971.0,0.002098,medium
sift_real,128,44,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,168,2277,0.02121,easy
sift_real,128,45,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,320,307.0,0.002944,medium
sift_real,128,46,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,470,1232,0.01488,easy
sift_real,128,47,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,446,2130,0.003773,easy
sift_real,128,48,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,140,1.126e+04,0.01673,easy
sift_real,128,49,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,156,459.0,0.002390,medium
sift_real,128,50,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,72,27.00,0.01401,hard
sift_real,128,51,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,152,29.00,0.01989,hard
sift_real,128,52,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,false,0.900,1.000,204,251.0,0.007963,hard
sift_real,128,53,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,419,1043,0.005183,medium
sift_real,128,54,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,92,25.00,0.01500,hard
sift_real,128,55,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,149,2725,0.03013,easy
sift_real,128,56,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,false,0.900,1.000,432,1171,0.001169,easy
sift_real,128,57,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,131,738.0,0.01976,medium
sift_real,128,58,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,false,0.800,1.000,681,2877,0.01678,easy
sift_real,128,59,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,62,280.0,0.05972,hard
sift_real,128,60,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,978,558.0,0.009853,medium
sift_real,128,61,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,367,2863,0.005127,easy
sift_real,128,62,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,45,4677,0.001993,easy
sift_real,128,63,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,507,82.00,0.004872,hard
sift_real,128,64,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,253,665.0,0.003820,medium
sift_real,128,65,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,286,1455,0.02968,easy
sift_real,128,66,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,51,283.0,0.05033,hard
sift_real,128,67,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,256,4169,0.006612,easy
sift_real,128,68,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,129,206.0,0.004031,hard
sift_real,128,69,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,549,645.0,0.02174,medium
sift_real,128,70,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,85,375.0,0.003545,medium
sift_real,128,71,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,163,802.0,0.002852,medium
sift_real,128,72,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,false,0.900,1.000,528,2688,0.01354,easy
sift_real,128,73,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,130,51.00,0.01509,hard
sift_real,128,74,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,216,151.0,0.002367,hard
sift_real,128,75,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,211,1517,0.01014,easy
sift_real,128,76,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,156,282.0,0.02092,hard
sift_real,128,77,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,450,683.0,0.001541,medium
sift_real,128,78,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,114,796.0,0.001374,medium
sift_real,128,79,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,35,944.0,0.005717,medium
sift_real,128,80,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,368,967.0,0.001041,medium
sift_real,128,81,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,247,272.0,0.009820,hard
sift_real,128,82,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,204,1482,0.001013,easy
sift_real,128,83,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,168,5554,0.03823,easy
sift_real,128,84,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,721,1377,0.01581,easy
sift_real,128,85,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,70,1.575e+04,0.002374,easy
sift_real,128,86,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,137,458.0,0.002796,medium
sift_real,128,87,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,171,2505,0.02389,easy
sift_real,128,88,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,22,40.00,0.3626,hard
sift_real,128,89,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,102,1312,0.03010,easy
sift_real,128,90,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,123,6.000,0.01536,hard
sift_real,128,91,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,491,51.00,0.001735,hard
sift_real,128,92,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,501,6810,0.08554,easy
sift_real,128,93,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,90,498.0,0.006601,medium
sift_real,128,94,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,23,2829,0.004427,easy
sift_real,128,95,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,226,24.00,0.02097,hard
sift_real,128,96,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,false,0.900,1.000,935,152.0,0.002127,hard
sift_real,128,97,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,82,913.0,0.006167,medium
sift_real,128,98,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,62,614.0,0.01701,medium
sift_real,128,99,HAMMING,HAMMING,bonferroni,0.99,1000,100.00,true,false,false,true,1.000,1.000,84,629.0,0.007432,medium
sift_real,128,0,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,98,1071,0.004867,medium
sift_real,128,1,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,330,111.0,0.004809,hard
sift_real,128,2,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,55,152.0,0.02987,hard
sift_real,128,3,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,83,237.0,0.003342,hard
sift_real,128,4,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,131,327.0,8.604e-05,medium
sift_real,128,5,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,254,212.0,0.007974,hard
sift_real,128,6,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,263,405.0,0.03419,medium
sift_real,128,7,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,34,2434,0.005890,easy
sift_real,128,8,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,819,591.0,0.004364,medium
sift_real,128,9,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,402,986.0,0.002844,medium
sift_real,128,10,ADC,ADC,none,0.99,1000,100.00,true,false,false,true,1.000,1.000,135,150.0,0.009807,hard
